Family,Species,Author,Info,Occurrence,Common names,Abundance,Max length,Maturity,Remark,Photo
Scorpaenidae,Dendrochirus zebra,"(Cuvier, 1829)",M,native ,"Zebra lionfish (English), Butterfly scorpionfish (English), Dwarf lionfish (English), Fan dancer (English), Many-spotted butterfly-cod (English), Zebra butterfly-cod (English) ",,25.00 cm SL male/unsexed ,,"Ranges south to Shark Bay, Western Australia and Sydney, New South Wales, including Lord Howe Island (Ref. 33390). Reported from the Territory of Ashmore and Cartier Islands (Ref. 75154). Museum: CSIRO CA1303 (Ref. 5978). Also Ref. 1602, 8879, 9002, 37816, 90102. ",+ 
Dinematichthyidae,Dermatopsis hoesei,"Møller & Schwarzhans, 2006",M,native ,Hoese's mudbrotula (English) ,,4.00 cm SL male/unsexed ;4.80 cm SL female ,,"Type locality, Bitangabee Bay southern headland, New South Wales, AMS I.28732-022 (holotype of Dermatopsis hoesei, 35 mm SL, male). Known from SE Australia, south of the Great Barrier Reef, chiefly along the shores of New South Wales between the latitudes 29°S and 37°S (Ref. 57886). ",+ 
Dinematichthyidae,Dermatopsis macrodon,"Ogilby, 1896",M,native ,Eastern yellow blindfish (English) ,,10.00 cm TL male/unsexed ;7.30 cm SL female ,,"Recorded from South Percy Is., Qld. to Jervis Bay, N.S.W. and Port Lincoln, South Australia (Ref. 7300); including Norfolk I. (Ref. 8879). Also Ref. 9002, 34024. ",+ 
Dinematichthyidae,Dermatopsis multiradiatus,"McCulloch & Waite, 1918",M,endemic ,"Slender blindfish (English), Blindfish (English), Yellow eelpout (English) ",abundant (always seen in some numbers) ,11.50 cm TL male/unsexed ;10.30 cm SL female ,,"Type locality, Kangaroo I., 35°50'S, 138°30'E, South Australia, SAMA F480 (holotype of Dipulus multiradiatus, 8.3 cm SL, male) (Ref. 57886). Recorded from to Rottnest Is., Western Australia to Kangaroo Is., South Australia (Ref. 7300). Also Ref. 34024. ",+ 
Gobiesocidae,Diademichthys lineatus,"(Sauvage, 1883)",M,native ,"Striped clingfish (English), Urchin clingfish (English), Long-snout clingfish (English), Sea urchin clingfish (English) ",,5.00 cm TL male/unsexed ,,Known from Queensland and Western Australia (Ref. 90102). Known from the Great Barrier Reef (Ref. 2334). Also Ref. 33390. ,+ 
Haemulidae,Diagramma pictum,"(Thunberg, 1792)","M, Fi, Lf, Sp",native ,"Painted sweetlips (English), Australian slatey (English), Blackall (English), Bluey (English), Greysweetlips (English), Moke (English), Morwong (English), Mother-in-law fish (English), Painted blubber-lips (English), Painted sweetlip (English), Painted sweetlip bream (English), Slate bream (English), Slate sweetlips (English), Smokey bream (English), Thicklip (English), Thicklip bream (English), Yellowdot sweetlips (English) ",,100.00 cm FL male/unsexed ,,"Ranges from North West Cape to Darwin (Ref. 5978); including Lord Howe Island (Ref. 9710, 75154) and the Torres Strait Islands (Ref. 13465). Museum: CSIRO CA1649 (conspecific material). Also Ref. 2112, 9987. ",+ 
Dinematichthyidae,Diancistrus alleni,"Schwarzhans, Møller & Nielsen, 2005",M,native ,Allen's coralbrotula (English) ,,7.00 cm SL male/unsexed ,,"Type locality, Lizard I., Queensland, Great Barrier Reef, AMS I.19108-140 (holotype of Diancistrus alleni, 5.2 cm SL, male). Found along the northern Australian coast from 14°S, 125°E southwards to the central Great Barrier Reef at 15°S, 145°E (Ref. 57884). ",+ 
Dinematichthyidae,Diancistrus beateae,"Schwarzhans, Møller & Nielsen, 2005",M,native ,,,14.90 cm TL male/unsexed ;13.20 cm SL female ,,Known from the Coral Sea and the Great Barrier Reef (Ref. 57884). Also reported from the territory of Ashmore and Cartier Islands (Ref. 75154). ,+ 
Dinematichthyidae,Diancistrus leisi,"Schwarzhans, Møller & Nielsen, 2005",M,native ,Leis' coralbrotula (English) ,,3.30 cm SL male/unsexed ;4.60 cm SL female ,,"Known from a few specimens from offshore reefs in the Coral Sea and outer reefs of the northern part of the Great Barrier Reef, Queensland (Ref. 57884). ",+ 
Dinematichthyidae,Diancistrus longifilis,"Ogilby, 1899",M,native ,Twinhook cusk (English) ,,7.60 cm SL male/unsexed ,,"Recorded from One Tree Is., Qld. And Lord Howe Island (Ref. 7300, 75154). Also Ref. 34024. ",+ 
Dinematichthyidae,Diancistrus mcgroutheri,"Schwarzhans, Møller & Nielsen, 2005",M,native ,Mcgrouther's coralbrotula (English) ,common (usually seen) ,4.70 cm SL male/unsexed ;6.00 cm SL female ,,"Type locality, Holmes Reef, Coral Sea, WAM P. 29627-047 (holotype of Diancistrus mcgroutheri, 3.6 cm SL, male) (Ref. 57884). Also in Great Barrier Reef (Ref. 90102). ",+ 
Dinematichthyidae,Diancistrus novaeguineae,"(Machida, 1996)",M,native ,,,10.30 cm SL male/unsexed ;10.00 cm SL female ,,Known from the territory of Ashmore and Cartier Islands (Ref. 75154). Also Ref. 57884. ,+ 
Diodontidae,Dicotylichthys punctulatus,"Kaup, 1855","Br, M",native ,"Balloon-fish (English), Balloonfish (English), Burr-fish (English), Burrfish (English) ",,40.00 cm SL male/unsexed ,,,+ 
Dinematichthyidae,Didymothallus criniceps,"Schwarzhans & Møller, 2007",M,native ,,,5.40 cm SL male/unsexed ;6.00 cm SL female ,,"Type locality, One Tree Island, Great Barrier Reef, Queensland, AMS IA.2611 (holotype of Didymothallus criniceps, 4.8 cm SL, male). Known from the Great Barrier Reef of eastern Australia from about 14°S to 23°30’S. One pre-adult male was recorded from offshore Scott Reef off NW Australia, but is only tentatively placed in the species because of its geographic remote location (Ref. 76869). ",+ 
Dinematichthyidae,Didymothallus mizolepis,"(Günther, 1867)",M,endemic ,Smalleye cusk (English) ,common (usually seen) ,5.10 cm SL male/unsexed ;6.60 cm SL female ,,"Type locality, Cape York, Queensland, BMNH 1867.5.13.17 (holotype of Dinematichthys mizolepis, 4.7 cm SL, female) (Ref. 76869). Known from Western Australia to the Northern Territory up to Lady Musgrave Is., Qld. (Ref. 7300, 76869). Also Ref. 34024. ",+ 
Dinematichthyidae,Dinematichthys iluocoeteoides,"Bleeker, 1855",M,native ,,,12.00 cm SL male/unsexed ,,Great Barrier Reef and Northwest Shelf (Ref. 90102). ,+ 
Diodontidae,Diodon holocanthus,"Linnaeus, 1758",M,native ,"Freckled porcupinefish (English), Fine-spotted porcupine-fish (English), Fine-spotted porcupinefish (English), Freckled porcupine-fish (English) ",,50.00 cm TL male/unsexed ,,Museum: LPPL JIF168 (TGT2301). From North West Cape to Darwin. ,+ 
Diodontidae,Diodon hystrix,"Linnaeus, 1758",M,native ,Black-spotted porcupine-fish (English) ,,91.00 cm TL male/unsexed ,,,+ 
Diodontidae,Diodon liturosus,"Shaw, 1804",M,native ,"Blackblotched porcupinefish (English), Black-botched porcupinefish (English), Blotched porcupine-fish (English), Blotched porcupinefish (English), Brown-backed porcupinefish (English) ",,65.00 cm TL male/unsexed ,,,+ 
Diodontidae,Diodon nicthemerus,"Cuvier, 1818",M,native ,"Globe fish (English), Blow up (English), Slender-spined porcupine fish (English) ",,40.00 cm TL male/unsexed ,,Range from central N.S.W. to Western Australia and Tasmania. ,+ 
Callionymidae,Diplogrammus goramensis,"(Bleeker, 1858)",M,native ,Goram dragonet (English) ,,10.00 cm TL male/unsexed ,,Known from Queensland (Ref. 90102). Also from Ref. 75992. ,+ 
Callionymidae,Diplogrammus xenicus,"(Jordan & Thompson, 1914)",M,native ,Northern dragonet (English) ,,8.00 cm SL male/unsexed ,,"Known from the west and east coast of Australia, at around 30°S (Ref. 41299). Also Ref. 75992. ",+ 
Liopropomatidae,Diploprion bifasciatum,"Cuvier, 1828","M, Lf",native ,"Barred soapfish (English), Two-banded soapfish (English), Yellow emperor (English) ",,25.00 cm TL male/unsexed ,,"Known from Western Australia, Northern Territory, Queensland, Lord Howe Island (Ref. 9710) and New South Wales, including the Gulf of Carpentaria and Great Barrier Reef (Ref. 7300). Also Ref. 2334, 5978, 90102. ",+ 
Labridae,Diproctacanthus xanthurus,"(Bleeker, 1856)",M,native ,"Yellowtail wrasse (English), Yellowtail tubelip (English) ",,10.00 cm TL male/unsexed ,,"Recorded from the Great Barrier Reef (Ref. 2334). Also Ref. 9823. Also known from Kimberley region, Western Australia (Ref. 90102). ",+ 
Caesionidae,Dipterygonotus balteatus,"(Valenciennes, 1830)",M,native ,Mottled fusilier (English) ,,14.00 cm TL male/unsexed ,,"From North West Cape to Darwin (Ref. 5978). Museum: BPBM 29376 (Ref. 5978). Western Australia, 80 km north of Port Hedland, AMS I.22806-007 (Ref. 1723). Also Ref. 402. ",+ 
Dinematichthyidae,Dipulus caecus,"Waite, 1905",M,endemic ,"Orange eelpout (English), Blindfish (English) ",scarce (very unlikely) ,19.70 cm SL male/unsexed ;16.20 cm SL female ,,"Type locality, Fremantle, Western Australia, WAM P.13261-001 (holotype of Dipulus caecus, 14.6 cm SL, male) (Ref. 57886). Known from along the shores of Western Australia, ca. 34°S, near Perth to 25°S, Carnarvon, Shark Bay) (Ref. 57886). Also recorded from Point Quobba to Cape Leeuwin, W.A. (Ref. 7300). Also Ref. 34024. ",+ 
Dinematichthyidae,Dipulus hutchinsi,"Møller & Schwarzhans, 2006",M,native ,Hutchin's mudbrotula (English) ,,10.20 cm SL male/unsexed ;11.80 cm SL female ,,"Type locality, Rottnest Island, west end of Nancy Cove, Western Australia, WAM P.4677-001 (holotype of Dipulus hutchinsi, 10.2 cm SL, male). Found along the shores of south-westernmost Western Australia (30°S - 115°E to 34°S -115°E, including Rottnest Island (Ref. 57886). ",+ 
Pomacentridae,Dischistodus chrysopoecilus,"(Schlegel & Müller, 1839)",M,native ,"Whitepatch damsel (English), Lagoon damsel (English), Pale-spot damsel (English), White-spot damsel (English) ",,15.00 cm TL male/unsexed ,,Known from Ashmore Reef (Ref. 7247). ,+ 
Pomacentridae,Dischistodus darwiniensis,"(Whitley, 1928)",M,native ,"Banded damsel (English), Banded damsel-fish (English) ",,10.30 cm SL male/unsexed ,,"Recorded from Port Darwin, Northern Territory (Ref. 11891). Also Ref. 38544. ",- 
Pomacentridae,Dischistodus fasciatus,"(Cuvier, 1830)",M,native ,Banded damsel (English) ,,11.50 cm SL male/unsexed ,,,+ 
Pomacentridae,Dischistodus melanotus,"(Bleeker, 1858)",M,native ,Blackvent damsel (English) ,,16.00 cm TL male/unsexed ,,"Reported from the Territory of Ashmore and Cartier Islands (Ref. 75154). Also Ref. 1602, 48636. ",+ 
Pomacentridae,Dischistodus perspicillatus,"(Cuvier, 1830)",M,native ,"White damsel (English), Two-barred puller (English) ",,18.00 cm TL male/unsexed ,,Reported from the Territory of Ashmore and Cartier Islands (Ref. 75154). Also Ref. 2334. ,+ 
Pomacentridae,Dischistodus prosopotaenia,"(Bleeker, 1852)",M,native ,"Honeyhead damsel (English), Honey-breast damsel (English), Honey-head damsel (English) ",,18.50 cm TL male/unsexed ,,Recorded from eastern Australia (Ref. 48636). Reported from the Territory of Ashmore and Cartier Islands (Ref. 75154). Also Ref. 2334. Known from Queensland and offshore reefs of Western Australia (Ref. 90102). ,+ 
Pomacentridae,Dischistodus pseudochrysopoecilus,"(Allen & Robertson, 1974)",M,native ,Monarch damsel (English) ,,18.00 cm TL male/unsexed ,,Recorded from the Great Barrier Reef (Ref. 48636). Also Ref. 4966. ,+ 
Gobiidae,Discordipinna griessingeri,"Hoese & Fourmanoir, 1978",M,native ,Spikefin goby (English) ,,3.00 cm SL male/unsexed ,,"Known from North Reef, WA (14°01'S) and Tijou Reef (13°05’S) to One Tree I. (23°30'S) (Ref. 75154). Also Ref. 2334. ",+ 
Gobiesocidae,Discotrema crinophilum,"Briggs, 1976",M,native ,Crinoid clingfish (English) ,,5.00 cm SL male/unsexed ,,Also Ref. 48635. ,+ 
Gobiesocidae,Discotrema monogrammum,"Craig & Randall, 2008",M,native ,,,2.32 cm SL male/unsexed ,,Known from the Great Barrier Reef (Ref. 75094). Also Ref. 90102. ,+ 
Syngnathidae,Doryrhamphus excisus,"Kaup, 1856",M,native ,"Bluestripe pipefish (English), Black-sided pipefish (English), Pacific blue-stripe pipefish (English) ",,7.00 cm TL male/unsexed ,,"Ranges south to Western Australia at 17°22'S and the Great Barrier Reef at 23°30'S (Ref. 33390). Also Ref. 1602, 2334, 37816. ",+ 
Syngnathidae,Doryrhamphus janssi,"(Herald & Randall, 1972)",M,native ,"Cleaner pipefish (English), Janss's pipefish (English) ",,14.00 cm TL male/unsexed ,,"Recorded from northern Australia (Ref. 48635). Also Ref. 1602, 2334. Also Western Australia (Ref. 90102). ",+ 
Syngnathidae,Doryrhamphus malus,"(Whitley, 1954)",M,endemic ,"Pigsnout pipefish (English), Masthead Island pipefish (English) ",,6.20 cm SL male/unsexed ,,,- 
Syngnathidae,Doryrhamphus negrosensis,"Herre, 1934",M,native ,"Flagtail pipefish (English), Masthead Island pipefish (English), Queensland flagtail pipefish (English) ",,4.70 cm SL male/unsexed ,,Also Ref. 1602. ,- 
Labridae,Dotalabrus alleni,"Russell, 1988",M,native ,"Little rainbow wrasse (English), Allen's polly (English), Allen's wrasse (English) ",common (usually seen) ,8.45 cm SL male/unsexed ;8.12 cm SL female ,,"Museum: off Carnac I., Cockburn Sound, WA, WAM P.25252-006 (holotype, 7.4 cm SL, male). Geographe Bay, Eagle Bay, AMS I.19602-036; BMNH 1979.4.10.2-3; BPBM 22586; USNM 219625. King George Sound, Cheynes Beach, AMS I.19628-009. Recherche Arch.: Rob I., AMS I.20219-006; Mondrain I., NMV A.547. Cape Le Grande, Lucky Bay, AMS I.20220-001. Two People's Bay, South Point, AMS I.20236-005. Cape Naturaliste, Bunker Bay, WAM P.25195-004. Rottnest I., off south coast, WAM P.25251-018 (Ref. 26203). ",- 
Drepaneidae,Drepane longimana,"(Bloch & Schneider, 1801)","Br, M",native ,"Banded sicklefish (English), Sicklefish (English) ",,50.00 cm TL male/unsexed ,,,+ 
Drepaneidae,Drepane punctata,"(Linnaeus, 1758)","Br, M, Lf",native ,"Sicklefish (English), Butter-fish (English), Butterfish (English), Concertinafish (English), Jetto (English), Peppercorn (English), Sickle-fish (English), Silver moonfish (English), Spotted batfish (English), Spotted sicklefish (English), Spotted spadefish (English), Batfish (English) ",,50.00 cm TL male/unsexed ,,"From North West Cape to Darwin (Ref. 5978). Museum: LPPL JIF93 (TGT2247). Also Ref. 9800, 43239. ",+ 
Syngnathidae,Dunckerocampus dactyliophorus,"(Bleeker, 1853)",M,native ,"Banded pipefish (English), Ringed pipefish (English) ",,19.00 cm TL male/unsexed ,,"Queensland, Northern Territory and Northwest Shelf (Ref. 90102). Also Ref. 2334. ",+ 
Ophichthidae,Echelus uropterus,"(Temminck & Schlegel, 1846)",M,native ,"Finned snake eel (English), Finned worm eel (English) ",,60.00 cm TL male/unsexed ,,,+ 
Echeneidae,Echeneis naucrates,"Linnaeus, 1758",M,native ,"Sharksucker (English), Australian remora (English), Gapu (English), Slender suckerfish (English), Slender sucking fish (English), Striped suckerfish (English) ",,110 cm TL male/unsexed ,,"Known from Western Australia, Northern Territory, Queensland and New South Wales (Busselton, W.A. to Port Hacking, N.S.W.); including Lord Howe I. (Ref. 8879). Recorded from Shark Bay (Ref. 115274). Museum: WAM P.26220-006. Also Ref. 7300, 33390. ",+ 
Muraenidae,Echidna nebulosa,"(Ahl, 1789)",M,native ,"Starry moray (English), Bosch's reef-eel (English), Clouded eel (English), Clouded moray (English), Clouded reef eel (English), Snowflake moray (English), Starry eel (English) ",,100.00 cm TL male/unsexed ,,"Known from Western Australia, Northern Territory, Queensland, and New South Wales (Ref. 7300). Reported from Lord Howe I. (Ref. 8879). Also Ref. 2334, 33390. ",+ 
Muraenidae,Echidna polyzona,"(Richardson, 1845)",M,native ,"Girdled moray (English), Barred moray (English), Girdled reef eel (English), Ringed moray (English), Zebra eel (English) ",,72.30 cm TL male/unsexed ,,"Known from Lizard Is., Qld. to Minnie Waters, N.S.W. (Ref. 7300). Reported from the Territory of Ashmore and Cartier Islands (Ref. 75154). Also Ref. 1602, 2334, 33390. Also found iin Queensland (Ref. 90102). ",+ 
Muraenidae,Echidna unicolor,"Schultz, 1953",M,native ,"Pale moray (English), Unicolor moray (English) ",,40.00 cm TL male/unsexed ,,"Known from Rowley Shoals, W.A. (Ref. 7300). ",+ 
Gobiidae,Echinogobius hayashii,"Iwata, Hosoya & Niimura, 1998",M,native ,,,7.00 cm SL male/unsexed ,,"Known from Seringapatam Reef (13°41'S, 121°58'E), Western Australia (Ref. 30347, 75154). ",+ 
Histiophrynidae,Echinophryne crassispina,"McCulloch & Waite, 1918",M,endemic ,"Prickly anglerfish (English), Prickly frogfish (English), Thick-spined anglerfish (English) ",,7.00 cm TL male/unsexed ,,"Known from Tasmania to Kangaroo Is., South Australia (Ref. 7300). ",+ 
Histiophrynidae,Echinophryne mitchellii,"(Morton, 1897)",M,endemic ,"Spinycoat anglerfish (English), Bristly frogfish (English), Long-spined anglerfish (English), Mitchell's anglerfish (English), Mitchell's frogfish (English), Prickly angler fish (English) ",,11.10 cm SL male/unsexed ,,"Known from Tasmania (148°00'E) to Wilson's Promontory, Victoria (146°22'E) (Ref. 7300). ",+ 
Histiophrynidae,Echinophryne reynoldsi,"Pietsch & Kuiter, 1984",M,endemic ,"Sponge anglerfish (English), Reynold's anglerfish (English), Reynold's frogfish (English) ",,8.00 cm TL male/unsexed ,,"Known from Western Port, Victoria to the Recheche Archipelago (Ref. 7300). ",+ 
Blenniidae,Ecsenius aequalis,"Springer, 1988",M,native ,"Fourline blenny (English), Fourline combtooth blenny (English) ",,4.30 cm TL male/unsexed ,,"Museum: Escape Reef, AMS I.22586-014, USNM 278048, AMNH 55722 - 3, ROM 40449 - 51. Yonge Reef, AMS I.18740-017, I.19472-016, I.19546-024. Lizard Is., AMS I.19473-065. Including Osprey Reef, Coral Sea AMS I.25113; BPBM 31040. Identified from BMNH 2002.10.26.69-70, taken from Pompey Reef, Great Barrier Reef (Ref. 54476). Also Ref. 2334, 5296, 90102. ",+ 
Blenniidae,Ecsenius alleni,"Springer, 1988",M,endemic ,"Allen's combtooth blenny (English), Allen's blenny (English) ",,3.40 cm SL male/unsexed ,,"Museum: Mermaid Reef, central lagoon, WAM P.27666-017 (holotype, 2.82 cm SL, male); USNM 279474 (paratypes). Clerke Reef, WAM P27665-001. Scott Reef, AMS I.21318-014 (Ref. 5296). ",- 
